'sample #','ECG '
0,-108
1,-79
2,-33
3,17
4,80
5,164
6,287
7,394
8,452
9,510
10,540
11,557
12,567
13,573
14,572
15,562
16,544
17,514
18,480
19,458
20,429
21,391
22,356
23,331
24,311
25,293
26,274
27,256
28,240
29,220
30,193
31,179
32,174
33,169
34,166
35,163
36,160
37,155
38,150
39,145
40,139
41,131
42,122
43,110
44,88
45,76
46,70
47,65
48,59
49,55
50,53
51,56
52,63
53,70
54,77
55,84
56,90
57,96
58,98
59,96
60,92
61,86
62,77
63,62
64,33
65,17
66,7
67,0
68,-9
69,-16
70,-23
71,-31
72,-40
73,-50
74,-63
75,-76
76,-87
77,-98
78,-108
79,-117
80,-124
81,-130
82,-138
83,-147
84,-153
85,-152
86,-145
87,-134
88,-123
89,-111
90,-97
91,-82
92,-72
93,-65
94,-58
95,-53
96,-47
97,-41
98,-36
99,-31
100,-25
101,-11
102,14
103,31
104,40
105,48
106,57
107,66
108,75
109,83
110,92
111,102
112,112
113,123
114,136
115,152
116,164
117,173
118,180
119,187
120,192
121,193
122,190
123,183
124,173
125,160
126,143
127,128
128,108
129,79
130,61
131,51
132,44
133,39
134,37
135,37
136,40
137,46
138,54
139,62
140,69
141,77
142,85
143,92
144,97
145,100
146,103
147,105
148,109
149,114
150,117
151,113
152,103
153,94
154,86
155,77
156,66
157,55
158,48
159,42
160,36
161,31
162,27
163,24
164,23
165,23
166,25
167,26
168,29
169,33
170,38
171,43
172,49
173,63
174,96
175,116
176,127
177,135
178,140
179,142
180,139
181,133
182,124
183,112
184,95
185,90
186,87
187,84
188,82
189,80
190,79
191,81
192,87
193,94
194,102
195,111
196,126
197,134
198,128
199,111
200,60
201,-17
202,-116
203,-228
204,-330
205,-404
206,-445
207,-460
208,-444
209,-397
210,-296
211,-160
212,-17
213,114
214,233
215,325
216,381
217,415
218,441
219,458
220,465
221,458
222,445
223,435
224,428
225,421
226,414
227,408
228,401
229,391
230,371
231,342
232,318
233,291
234,245
235,188
236,132
237,79
238,48
239,16
240,-14
241,-30
242,-38
243,-44
244,-49
245,-53
246,-56
247,-58
248,-59
249,-61
250,-64
251,-69
252,-73
253,-75
254,-75
255,-73
256,-72
257,-70
258,-68
259,-65
260,-62
261,-62
262,-70
263,-81
264,-89
265,-97
266,-105
267,-112
268,-118
269,-123
270,-128
271,-135
272,-146
273,-161
274,-174
275,-185
276,-193
277,-199
278,-204
279,-208
280,-212
281,-217
282,-223
283,-230
284,-237
285,-245
286,-253
287,-263
288,-274
289,-285
290,-297
291,-307
292,-318
293,-327
294,-332
295,-329
296,-321
297,-309
298,-296
299,-276
300,-255
301,-239
302,-226
303,-214
304,-206
305,-198
306,-187
307,-173
308,-156
309,-134
310,-105
311,-74
312,-45
313,-24
314,-10
315,-1
316,1
317,3
318,5
319,7
320,8
321,9
322,9
323,9
324,9
325,9
326,9
327,9
328,8
329,9
330,9
331,10
332,12
333,14
334,17
335,21
336,24
337,26
338,27
339,27
340,28
341,30
342,33
343,37
344,41
345,46
346,48
347,50
348,49
349,48
350,46
351,42
352,38
353,35
354,31
355,27
356,23
357,20
358,17
359,15
360,13
361,12
362,11
363,10
364,10
365,10
366,9
367,9
368,9
369,8
370,6
371,4
372,3
373,3
374,3
375,4
376,6
377,9
378,11
379,14
380,18
381,23
382,27
383,30
384,33
385,37
386,41
387,45
388,49
389,53
390,56
391,60
392,63
393,68
394,77
395,91
396,111
397,126
398,139
399,151
400,160
401,167
402,171
403,176
404,182
405,191
406,195
407,189
408,175
409,134
410,49
411,-63
412,-186
413,-306
414,-411
415,-498
416,-546
417,-562
418,-543
419,-482
420,-370
421,-218
422,-57
423,91
424,219
425,317
426,382
427,433
428,462
429,479
430,489
431,495
432,497
433,494
434,486
435,473
436,451
437,417
438,393
439,375
440,354
441,326
442,297
443,272
444,245
445,221
446,202
447,182
448,154
449,121
450,100
451,88
452,78
453,69
454,60
455,54
456,49
457,45
458,42
459,37
460,32
461,28
462,25
463,21
464,17
465,13
466,8
467,2
468,-4
469,-12
470,-22
471,-35
472,-42
473,-39
474,-34
475,-29
476,-24
477,-26
478,-39
479,-48
480,-52
481,-55
482,-59
483,-64
484,-71
485,-79
486,-88
487,-100
488,-118
489,-133
490,-151
491,-180
492,-215
493,-244
494,-258
495,-266
496,-271
497,-273
498,-271
499,-266
500,-260
501,-254
502,-247
503,-242
504,-239
505,-239
506,-241
507,-243
508,-247
509,-251
510,-254
511,-254
512,-246
513,-235
514,-222
515,-204
516,-190
517,-172
518,-141
519,-118
520,-106
521,-97
522,-90
523,-83
524,-75
525,-64
526,-48
527,-28
528,-10
529,3
530,16
531,27
532,50
533,68
534,74
535,78
536,60
537,47
538,40
539,35
540,30
541,27
542,24
543,20
544,16
545,13
546,11
547,8
548,6
549,2
550,-4
551,-10
552,-17
553,-23
554,-30
555,-33
556,-32
557,-25
558,-16
559,-12
560,-9
561,-5
562,-2
563,1
564,6
565,11
566,15
567,16
568,16
569,16
570,15
571,13
572,10
573,7
574,4
575,0
576,-5
577,-11
578,-26
579,-58
580,-81
581,-95
582,-104
583,-110
584,-120
585,-129
586,-114
587,-90
588,-58
589,-28
590,-7
591,8
592,24
593,39
594,47
595,52
596,56
597,59
598,60
599,60
600,58
601,54
602,50
603,46
604,41
605,36
606,34
607,37
608,45
609,54
610,62
611,71
612,79
613,86
614,92
615,99
616,107
617,118
618,118
619,103
620,60
621,-5
622,-90
623,-200
624,-341
625,-497
626,-633
627,-712
628,-718
629,-669
630,-531
631,-349
632,-153
633,30
634,178
635,278
636,347
637,414
638,488
639,532
640,546
641,534
642,496
643,442
644,411
645,394
646,385
647,380
648,373
649,367
650,361
651,352
652,335
653,306
654,257
655,211
656,165
657,113
658,80
659,42
660,8
661,-5
662,-10
663,-14
664,-18
665,-21
666,-22
667,-23
668,-23
669,-23
670,-23
671,-24
672,-24
673,-24
674,-24
675,-25
676,-26
677,-26
678,-26
679,-28
680,-30
681,-32
682,-34
683,-36
684,-45
685,-69
686,-93
687,-111
688,-125
689,-134
690,-139
691,-144
692,-148
693,-152
694,-156
695,-159
696,-162
697,-164
698,-167
699,-172
700,-182
701,-206
702,-224
703,-237
704,-242
705,-236
706,-223
707,-213
708,-205
709,-197
710,-193
711,-193
712,-197
713,-202
714,-209
715,-223
716,-250
717,-269
718,-281
719,-287
720,-288
721,-282
722,-271
723,-255
724,-226
725,-197
726,-168
727,-140
728,-114
729,-88
730,-63
731,-39
732,-10
733,17
734,36
735,50
736,61
737,70
738,82
739,95
740,106
741,118
742,123
743,114
744,100
745,91
746,84
747,77
748,72
749,70
750,69
751,70
752,73
753,77
754,84
755,92
756,106
757,114
758,109
759,101
760,97
761,95
762,94
763,92
764,91
765,89
766,87
767,85
768,83
769,81
770,78
771,75
772,73
773,71
774,71
775,69
776,66
777,62
778,58
779,54
780,52
781,51
782,49
783,47
784,45
785,42
786,41
787,40
788,39
789,37
790,34
791,31
792,29
793,28
794,27
795,27
796,28
797,29
798,31
799,33
800,36
801,40
802,43
803,46
804,49
805,51
806,54
807,58
808,63
809,68
810,73
811,77
812,82
813,87
814,92
815,96
816,101
817,105
818,110
819,115
820,125
821,135
822,145
823,155
824,165
825,176
826,182
827,175
828,157
829,105
830,25
831,-80
832,-209
833,-348
834,-477
835,-560
836,-588
837,-561
838,-477
839,-318
840,-127
841,56
842,210
843,330
844,412
845,450
846,461
847,469
848,474
849,477
850,477
851,475
852,473
853,469
854,464
855,444
856,396
857,346
858,299
859,265
860,237
861,220
862,207
863,198
864,186
865,171
866,154
867,138
868,122
869,108
870,88
871,67
872,59
873,55
874,53
875,51
876,49
877,47
878,45
879,41
880,37
881,32
882,27
883,22
884,16
885,11
886,4
887,-3
888,-10
889,-17
890,-22
891,-27
892,-33
893,-38
894,-43
895,-48
896,-52
897,-56
898,-59
899,-63
900,-68
901,-73
902,-77
903,-82
904,-87
905,-93
906,-102
907,-111
908,-120
909,-127
910,-134
911,-141
912,-149
913,-158
914,-167
915,-175
916,-182
917,-192
918,-203
919,-214
920,-224
921,-236
922,-251
923,-263
924,-273
925,-281
926,-285
927,-280
928,-269
929,-255
930,-238
931,-218
932,-196
933,-175
934,-156
935,-137
936,-118
937,-103
938,-89
939,-75
940,-57
941,-38
942,-20
943,-4
944,2
945,6
946,10
947,13
948,15
949,17
950,19
951,21
952,22
953,24
954,26
955,28
956,28
957,29
958,30
959,31
960,31
961,31
962,32
963,32
964,32
965,32
966,33
967,34
968,35
969,36
970,35
971,34
972,33
973,31
974,30
975,29
976,28
977,27
978,25
979,24
980,24
981,24
982,24
983,26
984,28
985,31
986,35
987,39
988,44
989,49
990,57
991,63
992,62
993,51
994,36
995,24
996,10
997,0
998,-3
999,-4
1000,-4
1001,-4
1002,-5
1003,-6
1004,-6
1005,-7
1006,-7
1007,-7
1008,-7
1009,-5
1010,-1
1011,3
1012,9
1013,17
1014,25
1015,33
1016,47
1017,59
1018,70
1019,79
1020,84
1021,88
1022,91
1023,94
1024,97
1025,100
1026,102
1027,104
1028,105
1029,106
1030,106
1031,107
1032,108
1033,108
1034,109
1035,109
1036,111
1037,116
1038,96
1039,37
1040,-43
1041,-148
1042,-278
1043,-422
1044,-555
1045,-636
1046,-642
1047,-596
1048,-475
1049,-316
1050,-149
1051,0
1052,141
1053,277
1054,388
1055,469
1056,493
1057,501
1058,507
1059,494
1060,482
1061,476
1062,469
1063,460
1064,449
1065,433
1066,403
1067,360
1068,321
1069,287
1070,263
1071,245
1072,229
1073,213
1074,196
1075,174
1076,152
1077,131
1078,111
1079,84
1080,55
1081,44
1082,41
1083,38
1084,37
1085,36
1086,36
1087,35
1088,34
1089,32
1090,30
1091,28
1092,25
1093,23
1094,21
1095,20
1096,18
1097,16
1098,13
1099,10
1100,4
1101,-9
1102,-19
1103,-27
1104,-32
1105,-36
1106,-39
1107,-43
1108,-46
1109,-50
1110,-54
1111,-59
1112,-64
1113,-69
1114,-74
1115,-78
1116,-82
1117,-86
1118,-90
1119,-95
1120,-99
1121,-104
1122,-109
1123,-114
1124,-119
1125,-125
1126,-135
1127,-153
1128,-177
1129,-196
1130,-213
1131,-222
1132,-224
1133,-225
1134,-226
1135,-227
1136,-224
1137,-205
1138,-176
1139,-145
1140,-125
1141,-109
1142,-91
1143,-73
1144,-56
1145,-39
1146,-25
1147,-14
1148,-4
1149,6
1150,17
1151,27
1152,35
1153,43
1154,51
1155,59
1156,67
1157,83
1158,116
1159,139
1160,150
1161,160
1162,166
1163,169
1164,167
1165,161
1166,153
1167,145
1168,136
1169,121
1170,113
1171,119
1172,130
1173,138
1174,147
1175,154
1176,154
1177,146
1178,135
1179,128
1180,123
1181,118
1182,114
1183,113
1184,115
1185,119
1186,125
1187,130
1188,136
1189,142
1190,147
1191,151
1192,153
1193,151
1194,147
1195,141
1196,133
1197,122
1198,104
1199,89
1200,81
1201,76
1202,71
1203,67
1204,64
1205,62
1206,61
1207,62
1208,65
1209,68
1210,71
1211,72
1212,74
1213,76
1214,79
1215,81
1216,84
1217,87
1218,90
1219,93
1220,97
1221,102
1222,106
1223,111
1224,115
1225,119
1226,123
1227,128
1228,134
1229,139
1230,144
1231,147
1232,148
1233,148
1234,149
1235,149
1236,147
1237,144
1238,140
1239,135
1240,126
1241,127
1242,146
1243,176
1244,199
1245,208
1246,214
1247,199
1248,156
1249,72
1250,-58
1251,-232
1252,-424
1253,-594
1254,-713
1255,-756
1256,-710
1257,-581
1258,-389
1259,-173
1260,21
1261,175
1262,297
1263,391
1264,463
1265,504
1266,518
1267,524
1268,524
1269,518
1270,508
1271,492
1272,466
1273,438
1274,409
1275,388
1276,377
1277,366
1278,354
1279,343
1280,322
1281,294
1282,253
1283,212
1284,163
1285,106
1286,46
1287,18
1288,4
1289,-3
1290,-10
1291,-14
1292,-14
1293,-12
1294,-8
1295,-4
1296,0
1297,5
1298,9
1299,10
1300,6
1301,1
1302,-1
1303,-3
1304,-5
1305,-8
1306,-11
1307,-15
1308,-21
1309,-26
1310,-31
1311,-36
1312,-43
1313,-59
1314,-92
1315,-108
1316,-114
1317,-118
1318,-122
1319,-125
1320,-129
1321,-134
1322,-139
1323,-143
1324,-146
1325,-148
1326,-151
1327,-156
1328,-162
1329,-175
1330,-197
1331,-205
1332,-210
1333,-214
1334,-218
1335,-223
1336,-230
1337,-237
1338,-244
1339,-250
1340,-256
1341,-262
