'sample #','ECG '
0,304
1,362
2,424
3,481
4,514
5,528
6,532
7,526
8,516
9,511
10,508
11,505
12,502
13,500
14,498
15,496
16,494
17,493
18,492
19,493
20,494
21,495
22,497
23,497
24,498
25,499
26,500
27,502
28,504
29,506
30,508
31,510
32,513
33,514
34,516
35,518
36,521
37,525
38,527
39,526
40,520
41,511
42,499
43,486
44,469
45,456
46,445
47,436
48,427
49,418
50,407
51,395
52,382
53,367
54,354
55,342
56,328
57,310
58,291
59,281
60,275
61,270
62,267
63,264
64,260
65,256
66,252
67,248
68,244
69,241
70,238
71,234
72,228
73,219
74,211
75,207
76,209
77,215
78,226
79,258
80,307
81,372
82,452
83,546
84,642
85,730
86,803
87,838
88,850
89,828
90,764
91,670
92,558
93,434
94,309
95,189
96,79
97,-5
98,-46
99,-59
100,-67
101,-69
102,-66
103,-58
104,-48
105,-40
106,-31
107,-23
108,-15
109,-6
110,1
111,9
112,16
113,23
114,30
115,38
116,48
117,56
118,62
119,67
120,73
121,78
122,83
123,87
124,89
125,91
126,92
127,93
128,93
129,94
130,94
131,94
132,94
133,95
134,95
135,95
136,93
137,85
138,75
139,66
140,62
141,58
142,54
143,51
144,49
145,46
146,44
147,43
148,41
149,39
150,38
151,36
152,34
153,32
154,31
155,30
156,29
157,29
158,29
159,28
160,27
161,26
162,24
163,23
164,21
165,19
166,17
167,15
168,13
169,11
170,9
171,8
172,7
173,6
174,5
175,3
176,2
177,0
178,-1
179,-3
180,-5
181,-7
182,-9
183,-10
184,-12
185,-13
186,-15
187,-16
188,-18
189,-20
190,-21
191,-23
192,-24
193,-25
194,-25
195,-25
196,-25
197,-24
198,-24
199,-23
200,-22
201,-20
202,-19
203,-18
204,-17
205,-17
206,-16
207,-15
208,-13
209,-11
210,-9
211,-7
212,-5
213,-4
214,-2
215,-1
216,0
217,1
218,2
219,2
220,3
221,3
222,4
223,4
224,5
225,6
226,8
227,9
228,10
229,12
230,13
231,14
232,15
233,16
234,18
235,20
236,22
237,24
238,26
239,28
240,30
241,32
242,35
243,39
244,42
245,45
246,48
247,51
248,53
249,56
250,59
251,62
252,65
253,67
254,69
255,71
256,72
257,74
258,76
259,78
260,80
261,80
262,80
263,80
264,79
265,79
266,79
267,79
268,80
269,82
270,83
271,83
272,83
273,81
274,79
275,77
276,75
277,73
278,70
279,68
280,66
281,65
282,67
283,71
284,77
285,84
286,90
287,95
288,100
289,103
290,107
291,109
292,112
293,115
294,118
295,121
296,124
297,127
298,130
299,133
300,136
301,140
302,145
303,151
304,158
305,166
306,173
307,176
308,179
309,182
310,186
311,191
312,195
313,197
314,194
315,185
316,175
317,164
318,150
319,136
320,120
321,109
322,101
323,94
324,88
325,84
326,79
327,75
328,71
329,68
330,65
331,62
332,59
333,57
334,54
335,52
336,50
337,48
338,46
339,45
340,44
341,44
342,45
343,45
344,46
345,48
346,50
347,53
348,57
349,61
350,67
351,96
352,145
353,210
354,286
355,376
356,472
357,563
358,643
359,698
360,717
361,704
362,667
363,580
364,472
365,355
366,236
367,117
368,8
369,-80
370,-145
371,-170
372,-183
373,-191
374,-174
375,-155
376,-141
377,-126
378,-110
379,-99
380,-89
381,-82
382,-74
383,-68
384,-62
385,-58
386,-54
387,-52
388,-51
389,-49
390,-49
391,-48
392,-47
393,-45
394,-43
395,-40
396,-37
397,-34
398,-31
399,-29
400,-27
401,-24
402,-22
403,-20
404,-17
405,-14
406,-10
407,-6
408,-2
409,0
410,1
411,1
412,0
413,0
414,-3
415,-5
416,-8
417,-11
418,-15
419,-19
420,-20
421,-17
422,-11
423,-6
424,-1
425,6
426,13
427,17
428,16
429,14
430,11
431,10
432,9
433,9
434,8
435,7
436,5
437,3
438,1
439,0
440,-2
441,-3
442,-5
443,-7
444,-9
445,-11
446,-14
447,-17
448,-23
449,-30
450,-37
451,-45
452,-52
453,-58
454,-62
455,-66
456,-69
457,-72
458,-76
459,-78
460,-81
461,-83
462,-85
463,-87
464,-88
465,-89
466,-91
467,-92
468,-93
469,-95
470,-96
471,-97
472,-98
473,-100
474,-101
475,-101
476,-102
477,-102
478,-102
479,-102
480,-102
481,-102
482,-102
483,-102
484,-102
485,-100
486,-98
487,-96
488,-92
489,-89
490,-86
491,-83
492,-80
493,-78
494,-76
495,-75
496,-73
497,-71
498,-70
499,-68
500,-67
501,-65
502,-64
503,-63
504,-62
505,-61
506,-60
507,-59
508,-57
509,-55
510,-53
511,-51
512,-49
513,-47
514,-45
515,-43
516,-42
517,-41
518,-41
519,-41
520,-40
521,-39
522,-39
523,-39
524,-39
525,-38
526,-38
527,-38
528,-38
529,-39
530,-38
531,-38
532,-38
533,-38
534,-37
535,-35
536,-34
537,-32
538,-30
539,-27
540,-24
541,-21
542,-18
543,-14
544,-9
545,-4
546,2
547,9
548,16
549,22
550,26
551,28
552,30
553,32
554,33
555,35
556,36
557,37
558,38
559,39
560,40
561,41
562,42
563,42
564,41
565,37
566,32
567,26
568,20
569,13
570,5
571,-7
572,-18
573,-25
574,-31
575,-34
576,-36
577,-38
578,-39
579,-40
580,-41
581,-42
582,-44
583,-46
584,-48
585,-49
586,-50
587,-50
588,-51
589,-52
590,-53
591,-54
592,-56
593,-58
594,-62
595,-70
596,-69
597,-52
598,-6
599,59
600,148
601,256
602,374
603,492
604,603
605,697
606,742
607,756
608,729
609,649
610,512
611,345
612,172
613,13
614,-116
615,-198
616,-223
617,-233
618,-240
619,-226
620,-207
621,-190
622,-170
623,-157
624,-148
625,-142
626,-136
627,-128
628,-121
629,-115
630,-109
631,-103
632,-94
633,-86
634,-81
635,-77
636,-74
637,-73
638,-72
639,-72
640,-71
641,-71
642,-71
643,-71
644,-71
645,-71
646,-71
647,-70
648,-68
649,-65
650,-62
651,-58
652,-54
653,-51
654,-47
655,-44
656,-42
657,-41
658,-39
659,-37
660,-35
661,-33
662,-31
663,-29
664,-26
665,-23
666,-20
667,-18
668,-17
669,-16
670,-16
671,-17
672,-17
673,-18
674,-19
675,-19
676,-19
677,-18
678,-16
679,-14
680,-12
681,-9
682,-6
683,-3
684,-1
685,0
686,2
687,3
688,3
689,1
690,0
691,-1
692,-3
693,-5
694,-7
695,-9
696,-12
697,-14
698,-16
699,-18
700,-19
701,-21
702,-23
703,-24
704,-26
705,-28
706,-29
707,-31
708,-32
709,-32
710,-32
711,-32
712,-32
713,-32
714,-32
715,-31
716,-30
717,-29
718,-28
719,-28
720,-27
721,-27
722,-27
723,-27
724,-27
725,-28
726,-28
727,-28
728,-29
729,-29
730,-29
731,-29
732,-28
733,-27
734,-26
735,-25
736,-25
737,-25
738,-26
739,-25
740,-25
741,-24
742,-23
743,-22
744,-22
745,-21
746,-19
747,-18
748,-18
749,-17
750,-17
751,-17
752,-17
753,-17
754,-16
755,-16
756,-16
757,-17
758,-16
759,-16
760,-16
761,-16
762,-16
763,-16
764,-17
765,-17
766,-17
767,-16
768,-16
769,-15
770,-14
771,-12
772,-11
773,-9
774,-8
775,-6
776,-5
777,-4
778,-4
779,-4
780,-4
781,-3
782,-3
783,-3
784,-3
785,-3
786,-3
787,-3
788,-2
789,-2
790,-2
791,-2
792,-2
793,-2
794,-2
795,-2
796,-2
797,-3
798,-3
799,-4
800,-5
801,-5
802,-4
803,-4
804,-4
805,-4
806,-3
807,-2
808,-1
809,-1
810,-1
811,-1
812,-1
813,-1
814,-1
815,-1
816,-1
817,-1
818,-1
819,-1
820,-1
821,0
822,0
823,0
824,0
825,0
826,1
827,2
828,4
829,5
830,6
831,7
832,8
833,9
834,10
835,11
836,11
837,12
838,12
839,14
840,16
841,18
842,20
843,22
844,23
845,25
846,26
847,27
848,27
849,27
850,26
851,25
852,25
853,24
854,23
855,22
856,21
857,21
858,20
859,20
860,20
861,21
862,21
863,21
864,21
865,21
866,22
867,22
868,23
869,25
870,27
871,30
872,33
873,36
874,39
875,42
876,45
877,48
878,51
879,54
880,57
881,59
882,61
883,63
884,64
885,64
886,63
887,61
888,59
889,56
890,52
891,48
892,44
893,39
894,33
895,24
896,15
897,7
898,0
899,-7
900,-14
901,-22
902,-29
903,-33
904,-36
905,-39
906,-40
907,-43
908,-45
909,-47
910,-48
911,-49
912,-51
913,-52
914,-54
915,-55
916,-57
917,-59
918,-61
919,-65
920,-74
921,-73
922,-56
923,-30
924,0
925,47
926,103
927,170
928,248
929,333
930,421
931,509
932,592
933,664
934,700
935,713
936,684
937,596
938,442
939,260
