'sample #','ECG '
0,493
1,585
2,681
3,780
4,868
5,901
6,909
7,914
8,918
9,920
10,920
11,919
12,916
13,910
14,902
15,892
16,876
17,851
18,830
19,812
20,797
21,784
22,771
23,760
24,751
25,742
26,735
27,729
28,724
29,717
30,702
31,673
32,651
33,637
34,630
35,634
36,643
37,667
38,721
39,793
40,873
41,934
42,955
43,945
44,919
45,860
46,788
47,701
48,602
49,503
50,421
51,382
52,369
53,386
54,413
55,445
56,462
57,469
58,475
59,479
60,481
61,480
62,477
63,471
64,466
65,461
66,458
67,456
68,454
69,452
70,450
71,448
72,448
73,447
74,445
75,442
76,439
77,438
78,437
79,435
80,433
81,430
82,427
83,423
84,418
85,411
86,398
87,387
88,381
89,376
90,369
91,361
92,356
93,363
94,378
95,386
96,391
97,396
98,399
99,403
100,407
101,411
102,415
103,419
104,422
105,424
106,425
107,426
108,427
109,429
110,433
111,441
112,446
113,439
114,422
115,396
116,365
117,348
118,338
119,326
120,311
121,298
122,286
123,274
124,264
125,256
126,249
127,241
128,234
129,227
130,220
131,213
132,206
133,200
134,193
135,187
136,179
137,163
138,141
139,132
140,128
141,125
142,123
143,121
144,118
145,114
146,112
147,109
148,107
149,102
150,95
151,81
152,64
153,54
154,48
155,42
156,37
157,32
158,27
159,23
160,19
161,15
162,8
163,-2
164,-15
165,-30
166,-39
167,-46
168,-52
169,-57
170,-62
171,-66
172,-70
173,-72
174,-74
175,-78
176,-83
177,-94
178,-118
179,-143
180,-164
181,-180
182,-191
183,-181
184,-150
185,-96
186,-32
187,30
188,86
189,105
190,105
191,93
192,59
193,-8
194,-93
195,-186
196,-273
197,-344
198,-385
199,-400
200,-399
201,-379
202,-350
203,-312
204,-289
205,-275
206,-266
207,-261
208,-258
209,-256
210,-254
211,-252
212,-250
213,-249
214,-247
215,-247
216,-248
217,-249
218,-251
219,-253
220,-256
221,-260
222,-267
223,-265
224,-249
225,-240
226,-235
227,-231
228,-228
229,-225
230,-222
231,-217
232,-213
233,-209
234,-206
235,-202
236,-199
237,-194
238,-186
239,-171
240,-159
241,-150
242,-140
243,-127
244,-109
245,-86
246,-52
247,-33
248,-24
249,-16
250,-10
251,-6
252,-4
253,-3
254,-2
255,-2
256,-2
257,-2
258,-1
259,-1
260,-1
261,-1
262,-1
263,-1
264,-1
265,-1
266,-1
267,-4
268,-9
269,-14
270,-19
271,-26
272,-32
273,-41
274,-52
275,-68
276,-86
277,-96
278,-105
279,-114
280,-120
281,-125
282,-126
283,-126
284,-124
285,-123
286,-121
287,-118
288,-115
289,-113
290,-111
291,-109
292,-107
293,-104
294,-101
295,-98
296,-95
297,-93
298,-91
299,-90
300,-89
301,-89
302,-89
303,-89
304,-88
305,-86
306,-83
307,-80
308,-77
309,-74
310,-69
311,-63
312,-57
313,-52
314,-47
315,-41
316,-33
317,-25
318,-19
319,-16
320,-13
321,-9
322,-3
323,1
324,-2
325,-13
326,-30
327,-57
328,-77
329,-88
330,-93
331,-87
332,-71
333,-23
334,56
335,159
336,265
337,359
338,423
339,447
340,447
341,423
342,359
343,272
344,180
345,83
346,-6
347,-71
348,-94
349,-104
350,-111
351,-116
352,-111
353,-102
354,-98
355,-96
356,-94
357,-93
358,-91
359,-89
360,-86
361,-82
362,-78
363,-75
364,-74
365,-73
366,-72
367,-72
368,-71
369,-70
370,-69
371,-68
372,-67
373,-65
374,-64
375,-63
376,-61
377,-59
378,-56
379,-53
380,-52
381,-51
382,-52
383,-51
384,-50
385,-47
386,-44
387,-40
388,-36
389,-30
390,-17
391,-3
392,12
393,32
394,52
395,62
396,69
397,74
398,78
399,82
400,87
401,93
402,99
403,106
404,114
405,122
406,128
407,133
408,141
409,150
410,149
411,132
412,119
413,109
414,100
415,92
416,85
417,78
418,72
419,66
420,60
421,55
422,50
423,44
424,39
425,35
426,30
427,26
428,21
429,17
430,14
431,10
432,7
433,4
434,1
435,-1
436,-3
437,-4
438,-5
439,-7
440,-10
441,-13
442,-16
443,-18
444,-17
445,-15
446,-12
447,-9
448,-7
449,-6
450,-4
451,-2
452,-1
453,0
454,1
455,2
456,3
457,4
458,3
459,3
460,3
461,4
462,5
463,6
464,8
465,10
466,12
467,14
468,17
469,20
470,22
471,26
472,37
473,43
474,39
475,29
476,13
477,-11
478,-31
479,-44
480,-44
481,-34
482,-8
483,72
484,193
485,342
486,491
487,615
488,686
489,690
490,639
491,510
492,344
493,175
494,35
495,-37
496,-59
497,-74
498,-81
499,-82
500,-80
501,-75
502,-69
503,-62
504,-52
505,-46
506,-49
507,-56
508,-62
509,-69
510,-74
511,-73
512,-67
513,-60
514,-58
515,-57
516,-55
517,-53
518,-51
519,-50
520,-49
521,-48
522,-47
523,-46
524,-45
525,-43
526,-42
527,-42
528,-41
529,-40
530,-38
531,-36
532,-33
533,-30
534,-27
535,-23
536,-17
537,0
538,17
539,27
540,33
541,39
542,44
543,48
544,53
545,57
546,61
547,65
548,70
549,74
550,78
551,80
552,82
553,85
554,89
555,93
556,97
557,99
558,101
559,101
560,100
561,98
562,95
563,91
564,85
565,79
566,72
567,63
568,45
569,31
570,18
571,8
572,0
573,-6
574,-12
575,-20
576,-26
577,-30
578,-33
579,-35
580,-36
581,-38
582,-40
583,-42
584,-45
585,-48
586,-51
587,-52
588,-54
589,-54
590,-55
591,-55
592,-55
593,-55
594,-55
595,-55
596,-56
597,-57
598,-58
599,-59
600,-61
601,-63
602,-64
603,-65
604,-66
605,-65
606,-65
607,-66
608,-67
609,-67
610,-68
611,-68
612,-69
613,-70
614,-72
615,-73
616,-75
617,-78
618,-81
619,-85
620,-89
621,-94
622,-100
623,-110
624,-128
625,-155
626,-172
627,-185
628,-185
629,-176
630,-151
631,-72
632,43
633,186
634,332
635,455
636,519
637,522
638,471
639,339
640,161
641,-21
642,-168
643,-230
644,-252
645,-259
646,-256
647,-248
648,-241
649,-233
650,-223
651,-211
652,-203
653,-198
654,-193
655,-189
656,-185
657,-183
658,-182
659,-181
660,-181
661,-179
662,-178
663,-176
664,-174
665,-173
666,-172
667,-171
668,-167
669,-162
670,-155
671,-147
672,-133
673,-114
674,-112
675,-111
676,-110
677,-110
678,-109
679,-107
680,-104
681,-99
682,-93
683,-86
684,-77
685,-61
686,-43
687,-25
688,-8
689,5
690,13
691,18
692,23
693,27
694,31
695,36
696,43
697,50
698,58
699,65
700,71
701,79
702,86
703,93
704,98
705,100
706,99
707,96
708,91
709,85
710,79
711,72
712,63
713,53
714,42
715,32
716,21
717,8
718,-8
719,-18
720,-24
721,-27
722,-29
723,-29
724,-30
725,-31
726,-32
727,-34
728,-35
729,-36
730,-36
731,-36
732,-36
733,-37
734,-37
735,-37
736,-36
737,-36
738,-36
739,-36
740,-37
741,-38
742,-38
743,-37
744,-34
745,-29
746,-25
747,-22
748,-18
749,-14
750,-9
751,-6
752,-3
753,-2
754,-1
755,0
756,0
757,0
758,1
759,2
760,3
761,4
762,5
763,6
764,7
765,7
766,6
767,4
768,2
769,0
770,-4
771,-8
772,-15
773,-24
774,-39
775,-63
776,-84
777,-94
778,-100
779,-79
780,-15
781,87
782,223
783,377
784,513
785,569
786,558
787,449
788,258
789,56
790,-108
791,-182
792,-206
793,-190
794,-144
795,-114
796,-106
797,-102
798,-95
799,-86
800,-79
801,-75
802,-71
803,-68
804,-65
805,-63
806,-61
807,-60
808,-60
809,-59
810,-57
811,-55
812,-55
813,-55
814,-55
815,-56
816,-56
817,-56
818,-55
819,-55
820,-54
821,-53
822,-52
823,-52
824,-51
825,-51
826,-50
827,-49
828,-48
829,-46
830,-43
831,-34
832,-14
833,4
834,23
835,37
836,45
837,56
838,67
839,77
840,84
841,91
842,98
843,104
844,109
845,113
846,117
847,121
848,124
849,127
850,129
851,130
852,132
853,134
854,137
855,139
856,134
857,124
858,114
859,103
860,93
861,84
862,69
863,48
864,34
865,26
866,19
867,12
868,5
869,-3
870,-14
871,-17
872,-19
873,-20
874,-21
875,-22
876,-23
877,-22
878,-22
879,-21
880,-21
881,-21
882,-20
883,-17
884,-29
885,-39
886,-45
887,-51
888,-56
889,-60
890,-63
891,-68
892,-76
893,-76
894,-67
895,-60
896,-54
897,-49
898,-45
899,-43
900,-41
901,-38
902,-35
903,-33
904,-35
905,-40
906,-43
907,-45
908,-47
909,-49
910,-51
911,-53
912,-57
913,-61
914,-66
915,-70
916,-73
917,-76
918,-79
919,-82
920,-84
921,-86
922,-88
923,-90
924,-94
925,-100
926,-99
927,-87
928,-53
929,20
930,121
931,240
932,358
933,438
934,445
935,405
936,273
937,93
938,-92
939,-234
940,-281
941,-281
942,-234
943,-172
944,-127
945,-108
946,-103
947,-100
948,-97
949,-96
950,-94
951,-93
952,-92
953,-90
954,-88
955,-86
956,-84
957,-83
958,-81
959,-78
960,-75
961,-71
962,-67
963,-62
964,-58
965,-54
966,-50
967,-45
968,-41
969,-38
970,-38
971,-41
972,-45
973,-49
974,-53
975,-58
976,-63
977,-65
978,-63
979,-60
980,-53
981,-43
982,-26
983,-9
984,7
985,23
986,34
987,44
988,53
989,61
990,73
991,81
992,87
993,92
994,97
995,102
996,106
997,109
998,112
999,115
1000,118
1001,120
1002,121
1003,120
1004,118
1005,115
1006,111
1007,108
1008,104
1009,97
1010,90
1011,83
1012,74
1013,60
1014,40
1015,28
1016,21
1017,16
1018,12
1019,10
1020,8
1021,6
1022,3
1023,1
1024,-1
1025,-4
1026,-7
1027,-11
1028,-15
1029,-18
1030,-21
1031,-20
1032,-18
1033,-15
1034,-12
1035,-8
1036,-1
1037,-1
1038,-9
1039,-15
1040,-20
1041,-24
1042,-27
1043,-31
1044,-34
1045,-39
1046,-39
1047,-32
1048,-19
1049,-7
1050,-3
1051,0
1052,2
1053,2
1054,2
1055,1
1056,0
1057,-1
1058,-2
1059,-3
1060,-4
1061,-4
1062,-2
1063,1
1064,6
1065,11
1066,19
1067,23
1068,21
1069,13
1070,-9
1071,-35
1072,-67
1073,-101
1074,-126
1075,-134
1076,-120
1077,-81
1078,2
1079,123
1080,272
1081,434
1082,581
1083,687
1084,722
1085,666
1086,527
1087,325
1088,105
1089,-75
1090,-159
1091,-170
1092,-140
1093,-86
1094,-63
1095,-64
1096,-88
1097,-120
1098,-145
1099,-153
1100,-150
1101,-139
1102,-114
1103,-102
1104,-95
1105,-91
1106,-89
1107,-93
1108,-100
1109,-104
1110,-108
1111,-110
1112,-113
1113,-115
1114,-117
1115,-119
1116,-122
1117,-124
1118,-126
1119,-129
1120,-131
1121,-134
