'sample #','ECG '
0,540
1,650
2,767
3,884
4,982
5,1014
6,1022
7,1028
8,1031
9,1031
10,1026
11,1020
12,1011
13,1000
14,984
15,973
16,961
17,949
18,933
19,924
20,919
21,915
22,912
23,909
24,907
25,903
26,900
27,896
28,893
29,888
30,885
31,881
32,877
33,871
34,864
35,858
36,853
37,848
38,844
39,838
40,832
41,822
42,810
43,793
44,779
45,766
46,755
47,745
48,736
49,729
50,723
51,718
52,713
53,709
54,704
55,700
56,695
57,690
58,684
59,676
60,667
61,656
62,646
63,641
64,637
65,634
66,631
67,628
68,624
69,622
70,619
71,616
72,614
73,610
74,606
75,602
76,598
77,592
78,584
79,576
80,568
81,560
82,556
83,554
84,552
85,550
86,547
87,544
88,542
89,539
90,535
91,531
92,527
93,524
94,521
95,520
96,519
97,518
98,516
99,513
100,509
101,504
102,499
103,494
104,488
105,483
106,478
107,472
108,466
109,459
110,448
111,428
112,414
113,404
114,391
115,376
116,361
117,351
118,345
119,339
120,334
121,327
122,320
123,311
124,298
125,281
126,280
127,297
128,321
129,354
130,414
131,486
132,566
133,646
134,696
135,713
136,696
137,646
138,568
139,479
140,383
141,280
142,180
143,102
144,68
145,55
146,51
147,54
148,62
149,68
150,74
151,78
152,77
153,70
154,60
155,50
156,39
157,25
158,8
159,-3
160,-12
161,-20
162,-28
163,-35
164,-42
165,-47
166,-52
167,-56
168,-59
169,-62
170,-66
171,-69
172,-73
173,-76
174,-79
175,-83
176,-88
177,-94
178,-102
179,-119
180,-132
181,-141
182,-149
183,-154
184,-156
185,-151
186,-140
187,-127
188,-115
189,-100
190,-87
191,-78
192,-69
193,-62
194,-56
195,-52
196,-47
197,-41
198,-33
199,-25
200,-16
201,-7
202,0
203,9
204,16
205,20
206,23
207,25
208,26
209,28
210,31
211,34
212,36
213,34
214,25
215,12
216,0
217,-18
218,-33
219,-39
220,-44
221,-49
222,-54
223,-58
224,-61
225,-62
226,-63
227,-64
228,-64
229,-65
230,-64
231,-64
232,-62
233,-61
234,-60
235,-60
236,-62
237,-64
238,-64
239,-62
240,-59
241,-56
242,-54
243,-52
244,-50
245,-47
246,-45
247,-45
248,-45
249,-46
250,-49
251,-51
252,-54
253,-55
254,-58
255,-60
256,-61
257,-62
258,-61
259,-60
260,-60
261,-59
262,-57
263,-56
264,-55
265,-54
266,-53
267,-52
268,-52
269,-52
270,-52
271,-51
272,-51
273,-51
274,-52
275,-53
276,-54
277,-54
278,-55
279,-54
280,-54
281,-54
282,-55
283,-55
284,-55
285,-56
286,-56
287,-56
288,-57
289,-57
290,-58
291,-58
292,-58
293,-58
294,-57
295,-57
296,-55
297,-54
298,-52
299,-51
300,-49
301,-48
302,-47
303,-45
304,-44
305,-42
306,-39
307,-36
308,-31
309,-27
310,-23
311,-20
312,-20
313,-20
314,-20
315,-21
316,-23
317,-26
318,-30
319,-33
320,-25
