'sample #','ECG '
0,754
1,896
2,1054
3,1219
4,1368
5,1453
6,1457
7,1423
8,1390
9,1332
10,1267
11,1212
12,1148
13,1070
14,1006
15,985
16,994
17,1027
18,1071
19,1087
20,1099
21,1090
22,1026
23,934
24,835
25,724
26,621
27,552
28,533
29,526
30,537
31,614
32,732
33,863
34,925
35,946
36,931
37,885
38,833
39,774
40,755
41,765
42,795
43,896
44,1051
45,1238
46,1431
47,1609
48,1734
49,1754
50,1732
51,1608
52,1384
53,1099
54,811
55,559
56,377
57,259
58,183
59,158
60,170
61,210
62,302
63,393
64,470
65,527
66,546
67,530
68,505
69,476
70,450
71,417
72,346
73,278
74,246
75,216
76,198
77,188
78,194
79,245
80,286
81,298
82,311
83,324
84,336
85,345
86,352
87,355
88,354
89,351
90,348
91,344
92,339
93,331
94,315
95,296
96,278
97,276
98,286
99,311
100,365
101,419
102,469
103,497
104,523
105,547
106,569
107,583
108,556
109,475
110,372
111,295
112,271
113,263
114,256
115,258
116,271
117,288
118,316
119,373
120,463
121,538
122,593
123,626
124,682
125,754
126,841
127,924
128,990
129,996
130,961
131,839
132,697
133,572
134,484
135,457
136,448
137,445
138,453
139,471
140,495
141,519
142,509
143,478
144,368
145,207
146,34
147,-88
148,-125
149,-137
150,-117
151,-86
152,-54
153,-8
154,42
155,91
156,114
157,132
158,143
159,132
160,116
161,101
162,86
163,51
164,-23
165,-97
166,-137
167,-150
168,-141
169,-129
170,-118
171,-104
172,-69
173,-6
174,68
175,146
176,175
177,173
178,127
179,80
180,64
181,55
182,50
183,29
184,-28
185,-48
186,-57
187,-53
188,-19
189,37
190,104
191,153
192,180
193,224
194,282
195,346
196,367
197,356
198,327
199,258
200,197
201,165
202,142
203,123
204,102
205,48
206,17
207,8
208,-1
209,-13
210,-33
211,-97
212,-208
213,-262
214,-256
215,-174
216,-44
217,99
218,243
219,380
220,517
221,647
222,702
223,695
224,608
225,424
226,203
227,10
228,-138
229,-255
230,-360
231,-444
232,-490
233,-505
234,-491
235,-469
236,-444
237,-429
238,-422
239,-416
240,-413
241,-413
242,-417
243,-423
244,-431
245,-443
246,-460
247,-465
248,-468
249,-471
250,-456
251,-409
252,-361
253,-317
254,-252
255,-163
256,-83
257,-36
258,-23
259,-15
260,-8
261,-1
262,4
263,10
264,20
265,33
266,44
267,56
268,92
269,134
270,178
271,245
272,322
273,385
274,410
275,418
276,422
277,423
278,418
279,405
280,366
281,302
282,222
283,189
284,179
285,173
286,166
287,162
288,156
289,136
290,84
291,36
292,-17
293,-79
294,-136
295,-184
296,-205
297,-218
298,-228
299,-227
300,-207
301,-153
302,-106
303,-91
304,-78
305,-66
306,-26
307,50
308,131
309,162
310,173
311,150
312,113
313,75
314,43
315,7
316,-60
317,-154
318,-215
319,-232
320,-243
321,-253
322,-260
323,-265
324,-271
325,-286
326,-322
327,-353
328,-371
329,-380
330,-379
331,-372
332,-361
333,-327
334,-272
335,-216
336,-149
337,-93
338,-75
339,-89
340,-113
341,-137
342,-150
343,-158
344,-165
345,-173
346,-180
347,-196
348,-190
349,-161
350,-145
351,-144
352,-152
353,-174
354,-210
355,-224
356,-222
357,-203
358,-186
359,-170
360,-156
361,-143
362,-132
363,-118
364,-112
365,-117
366,-132
367,-179
368,-253
369,-314
370,-339
371,-347
372,-350
373,-353
374,-358
375,-363
376,-368
377,-374
378,-383
379,-399
380,-427
381,-473
382,-527
383,-590
384,-624
385,-636
386,-620
387,-596
388,-565
389,-540
390,-525
391,-514
392,-505
393,-475
394,-428
395,-380
396,-367
397,-359
398,-351
399,-343
400,-334
401,-315
402,-291
403,-274
404,-263
405,-282
406,-299
407,-310
408,-319
409,-326
410,-330
411,-334
412,-341
413,-351
414,-353
415,-333
416,-278
417,-209
418,-144
419,-92
420,-65
421,-50
422,-41
423,-32
424,-19
425,-2
426,14
427,33
428,51
429,66
430,76
431,83
432,89
433,95
434,100
435,104
436,105
437,106
438,107
439,113
440,113
441,104
442,98
443,92
444,83
445,57
446,-17
447,-85
448,-104
449,-112
450,-102
451,-69
452,-49
453,-36
454,-28
455,-14
456,4
457,15
458,21
459,31
460,47
461,70
462,104
463,140
464,172
465,221
466,305
467,421
468,552
469,679
470,797
471,875
472,903
473,920
474,916
475,872
476,784
477,657
478,501
479,345
480,228
481,156
482,112
483,97
484,110
485,132
486,163
487,198
488,236
489,278
490,315
491,349
492,378
493,401
494,415
495,405
496,375
497,325
498,297
499,250
500,199
501,150
502,116
503,89
504,73
505,63
506,57
507,53
508,43
509,22
510,3
511,-6
512,-14
513,-16
514,-15
515,-10
516,-4
517,8
518,4
519,-25
520,-56
521,-91
522,-123
523,-176
524,-234
525,-292
526,-326
527,-339
528,-338
529,-325
530,-312
531,-301
532,-288
533,-273
534,-249
535,-218
536,-168
537,-109
538,-27
539,88
540,238
541,391
542,522
543,596
544,620
545,608
546,572
547,483
548,376
549,282
550,185
551,62
552,-38
553,-75
554,-71
555,-12
556,117
557,269
558,402
559,489
560,518
561,506
562,471
563,399
564,307
565,215
566,146
567,122
568,111
569,108
570,106
571,103
572,101
573,99
574,98
575,98
576,100
577,107
578,117
579,130
580,154
581,187
582,212
583,239
584,287
585,360
586,418
587,436
588,417
589,363
590,276
591,191
592,129
593,65
594,-32
595,-138
596,-198
597,-219
598,-203
599,-154
600,-91
601,-71
602,-82
603,-111
604,-158
605,-213
606,-269
607,-342
608,-416
609,-473
610,-521
611,-539
612,-539
613,-518
614,-463
615,-392
616,-307
617,-218
618,-134
619,-64
620,-39
621,-38
622,-56
623,-82
624,-116
625,-168
626,-216
627,-233
628,-234
629,-221
630,-185
631,-136
632,-100
633,-100
634,-135
635,-198
636,-272
637,-353
638,-451
639,-555
640,-631
641,-657
642,-639
643,-587
644,-468
645,-313
646,-134
647,69
648,259
649,364
650,364
651,260
652,26
653,-270
654,-544
655,-740
656,-808
657,-738
658,-592
659,-433
660,-310
661,-228
662,-181
663,-165
664,-152
665,-140
666,-130
667,-122
668,-113
669,-101
670,-90
671,-85
672,-79
673,-74
674,-70
675,-66
676,-62
677,-59
678,-57
679,-55
680,-54
681,-52
682,-50
683,-48
684,-45
685,-40
686,-38
687,-47
688,-68
689,-97
690,-135
691,-169
692,-204
693,-242
694,-270
695,-285
696,-296
697,-300
698,-294
699,-281
700,-271
701,-259
702,-248
703,-240
704,-230
705,-194
706,-121
707,-9
708,137
709,319
710,514
711,688
712,774
713,765
714,636
715,397
716,135
717,-92
718,-266
719,-331
720,-336
721,-302
722,-247
723,-164
724,-67
725,25
726,78
727,96
728,75
729,11
730,-42
731,-84
732,-143
733,-211
734,-270
735,-320
736,-348
737,-393
738,-431
739,-462
740,-474
741,-473
742,-461
743,-427
744,-388
745,-371
746,-349
747,-313
748,-279
749,-278
750,-304
751,-344
752,-358
753,-362
754,-369
755,-358
756,-291
757,-189
758,-71
759,70
760,240
761,412
762,552
763,656
764,748
765,835
766,862
767,870
768,875
769,878
770,878
771,876
772,872
773,865
774,859
775,851
776,839
777,829
778,819
779,803
780,781
781,770
782,765
783,761
784,757
785,753
786,749
787,746
788,741
789,729
790,708
791,668
792,620
793,587
794,572
795,560
796,545
797,516
798,440
799,333
800,211
801,78
802,-61
803,-185
804,-294
805,-400
806,-509
807,-602
808,-652
809,-654
810,-622
811,-581
812,-567
813,-566
814,-573
815,-586
816,-588
817,-563
818,-519
819,-504
820,-515
821,-536
822,-552
823,-562
824,-575
825,-591
826,-607
827,-621
828,-628
829,-614
830,-572
831,-509
832,-453
833,-429
834,-413
835,-381
836,-336
837,-287
838,-227
839,-196
840,-182
841,-161
842,-118
843,-86
