'sample #','ECG '
0,271
1,334
2,394
3,450
4,475
5,497
6,494
7,466
8,439
9,411
10,379
11,342
12,307
13,273
14,241
15,216
16,198
17,183
18,173
19,166
20,160
21,153
22,144
23,133
24,111
25,81
26,57
27,32
28,6
29,-20
30,-43
31,-61
32,-75
33,-94
34,-120
35,-149
36,-180
37,-236
38,-307
39,-390
40,-494
41,-623
42,-763
43,-895
44,-1008
45,-1108
46,-1193
47,-1259
48,-1289
49,-1299
50,-1287
51,-1252
52,-1202
53,-1150
54,-1117
55,-1083
56,-1049
57,-1022
58,-1002
59,-990
60,-985
61,-983
62,-981
63,-980
64,-979
65,-978
66,-976
67,-974
68,-972
69,-970
70,-967
71,-965
72,-963
73,-960
74,-957
75,-953
76,-946
77,-931
78,-917
79,-904
80,-883
81,-857
82,-819
83,-769
84,-737
85,-701
86,-670
87,-652
88,-640
89,-635
90,-640
91,-654
92,-696
93,-747
94,-800
95,-850
96,-870
97,-881
98,-889
99,-873
100,-847
101,-819
102,-774
103,-730
104,-681
105,-633
106,-606
107,-585
108,-572
109,-558
110,-543
111,-532
112,-523
113,-514
114,-506
115,-498
116,-490
117,-480
118,-468
119,-457
120,-448
121,-441
122,-435
123,-429
124,-423
125,-415
126,-407
127,-398
128,-390
129,-383
130,-376
131,-368
132,-361
133,-354
134,-348
135,-342
136,-336
137,-329
138,-323
139,-316
140,-308
141,-299
142,-288
143,-278
144,-268
145,-260
146,-253
147,-247
148,-239
149,-231
150,-223
151,-214
152,-203
153,-191
154,-179
155,-169
156,-158
157,-144
158,-126
159,-110
160,-97
161,-86
162,-73
163,-60
164,-54
165,-51
166,-48
167,-45
168,-43
169,-41
170,-39
171,-37
172,-36
173,-34
174,-33
175,-33
176,-33
177,-34
178,-35
179,-38
180,-40
181,-43
182,-46
183,-48
184,-51
185,-53
186,-55
187,-57
188,-60
189,-63
190,-67
191,-72
192,-78
193,-85
194,-91
195,-98
196,-104
197,-112
198,-120
199,-131
200,-140
201,-146
202,-149
203,-152
204,-155
205,-158
206,-161
207,-163
208,-165
209,-165
210,-164
211,-162
212,-158
213,-153
214,-146
215,-137
216,-125
217,-104
218,-85
219,-75
220,-68
221,-63
222,-60
223,-58
224,-59
225,-65
226,-73
227,-82
228,-90
229,-94
230,-97
231,-100
232,-103
233,-106
234,-109
235,-112
236,-114
237,-117
238,-119
239,-120
240,-120
241,-120
242,-120
243,-120
244,-120
245,-119
246,-119
247,-118
248,-118
249,-118
250,-118
251,-118
252,-118
253,-118
254,-118
255,-118
256,-118
257,-119
258,-119
259,-121
260,-122
261,-124
262,-125
263,-127
264,-129
265,-131
266,-132
267,-133
268,-135
269,-136
270,-139
271,-142
272,-144
273,-147
274,-149
275,-150
276,-151
277,-150
278,-148
279,-146
280,-142
281,-138
282,-133
283,-126
284,-117
285,-99
286,-79
287,-51
288,-19
289,30
290,77
291,102
292,120
293,133
294,132
295,115
296,69
297,18
298,-37
299,-93
300,-145
301,-169
302,-183
303,-194
304,-192
305,-173
306,-143
307,-106
308,-71
309,-38
310,-13
311,5
312,24
313,38
314,48
315,56
316,65
317,73
318,81
319,87
320,93
