'sample #','ECG '
0,419
1,506
2,589
3,662
4,726
5,757
6,753
7,734
8,723
9,712
10,700
11,688
12,676
13,664
14,652
15,633
16,604
17,581
18,564
19,547
20,531
21,518
22,506
23,495
24,486
25,480
26,475
27,468
28,459
29,450
30,441
31,434
32,428
33,423
34,418
35,414
36,410
37,406
38,403
39,400
40,396
41,393
42,389
43,383
44,372
45,360
46,347
47,334
48,322
49,308
50,295
51,284
52,275
53,267
54,258
55,249
56,241
57,236
58,231
59,226
60,222
61,218
62,216
63,216
64,218
65,222
66,226
67,232
68,237
69,243
70,251
71,259
72,266
73,271
74,276
75,279
76,281
77,283
78,284
79,285
80,286
81,288
82,289
83,290
84,290
85,290
86,289
87,287
88,285
89,283
90,281
91,279
92,277
93,274
94,271
95,269
96,267
97,265
98,257
99,253
100,259
101,273
102,293
103,323
104,342
105,354
106,361
107,364
108,362
109,356
110,345
111,327
112,297
113,270
114,243
115,216
116,189
117,162
118,135
119,112
120,96
121,90
122,86
123,85
124,84
125,82
126,81
127,79
128,76
129,73
130,68
131,61
132,49
133,26
134,3
135,-23
136,-48
137,-67
138,-82
139,-95
140,-105
141,-110
142,-105
143,-90
144,-51
145,11
146,92
147,195
148,311
149,426
150,529
151,603
152,627
153,618
154,594
155,521
156,423
157,312
158,197
159,88
160,0
161,-48
162,-63
163,-72
164,-72
165,-65
166,-54
167,-42
168,-28
169,-22
170,-21
171,-20
172,-19
173,-17
174,-15
175,-13
176,-13
177,-14
178,-15
179,-16
180,-17
181,-19
182,-21
183,-23
184,-22
185,-15
186,-5
187,5
188,21
189,38
190,50
191,59
192,66
193,70
194,72
195,69
196,63
197,54
198,42
199,26
200,2
201,-15
202,-24
203,-30
204,-36
205,-40
206,-43
207,-45
208,-46
209,-45
210,-43
211,-39
212,-34
213,-29
214,-23
215,-16
216,-7
217,2
218,10
219,18
220,26
221,35
222,45
223,58
224,71
225,87
226,104
227,115
228,122
229,127
230,132
231,134
232,134
233,129
234,120
235,109
236,95
237,72
238,56
239,40
240,23
241,4
242,-13
243,-32
244,-49
245,-61
246,-70
247,-77
248,-83
249,-88
250,-92
251,-94
252,-95
253,-96
254,-97
255,-97
256,-97
257,-97
258,-97
259,-96
260,-96
261,-97
262,-97
263,-98
264,-98
265,-99
266,-101
267,-102
268,-102
269,-102
270,-102
271,-103
272,-104
273,-106
274,-108
275,-109
276,-111
277,-114
278,-117
279,-119
280,-120
281,-117
282,-111
283,-104
284,-97
285,-91
286,-83
287,-76
288,-70
289,-68
290,-69
291,-73
292,-79
293,-87
294,-103
295,-132
296,-148
297,-156
298,-162
299,-166
300,-169
301,-174
302,-178
303,-182
304,-186
305,-190
306,-196
307,-205
308,-221
309,-238
310,-257
311,-275
312,-288
313,-295
314,-299
315,-302
316,-305
317,-307
318,-308
319,-308
320,-308
321,-307
322,-306
323,-304
324,-301
325,-297
326,-293
327,-288
328,-284
329,-277
330,-271
331,-271
332,-279
333,-291
334,-306
335,-326
336,-344
337,-362
338,-378
339,-383
340,-386
341,-389
342,-391
343,-385
344,-373
