'sample #','ECG '
0,-9
1,-10
2,-13
3,-15
4,-17
5,-21
6,-31
7,-43
8,-53
9,-62
10,-70
11,-75
12,-79
13,-82
14,-85
15,-87
16,-88
17,-90
18,-91
19,-92
20,-93
21,-92
22,-90
23,-86
24,-82
25,-77
26,-71
27,-64
28,-57
29,-46
30,-25
31,-4
32,4
33,8
34,11
35,13
36,16
37,18
38,20
39,21
40,22
41,21
42,20
43,19
44,17
45,15
46,12
47,9
48,5
49,1
50,-1
51,-4
52,-7
53,-9
54,-10
55,-10
56,-10
57,-8
58,-6
59,-3
60,0
61,3
62,6
63,10
64,12
65,14
66,17
67,20
68,23
69,27
70,29
71,30
72,30
73,29
74,27
75,24
76,20
77,15
78,10
79,5
80,0
81,-2
82,-7
83,-12
84,-17
85,-21
86,-23
87,-23
88,-20
89,-17
90,-13
91,-8
92,-4
93,0
94,3
95,7
96,10
97,13
98,16
99,19
100,21
101,23
102,23
103,22
104,21
105,19
106,17
107,14
108,10
109,6
110,2
111,-1
112,-6
113,-14
114,-23
115,-32
116,-40
117,-48
118,-64
119,-90
120,-138
121,-214
122,-316
123,-423
124,-521
125,-589
126,-614
127,-614
128,-599
129,-559
130,-489
131,-398
132,-292
133,-185
134,-98
135,-48
136,-32
137,-22
138,-12
139,-3
140,3
141,14
142,26
143,36
144,45
145,50
146,53
147,56
148,57
149,59
150,61
151,62
152,62
153,61
154,59
155,55
156,51
157,46
158,42
159,38
160,35
161,33
162,30
163,26
164,23
165,20
166,17
167,15
168,13
169,12
170,12
171,13
172,16
173,19
174,24
175,28
176,33
177,37
178,42
179,45
180,48
181,51
182,54
183,57
184,60
185,63
186,65
187,66
188,66
189,66
190,65
191,63
192,62
193,60
194,58
195,56
196,54
197,53
198,52
199,50
200,48
201,46
202,45
203,46
204,50
205,56
206,61
207,66
208,71
209,76
210,80
211,83
212,85
213,86
214,84
215,81
216,75
217,68
218,61
219,51
220,36
221,24
222,13
223,0
224,-14
225,-24
226,-28
227,-32
228,-35
229,-37
230,-39
231,-39
232,-40
233,-40
234,-39
235,-37
236,-34
237,-30
238,-25
239,-19
240,-13
241,-8
242,-1
243,5
244,12
245,16
246,20
247,23
248,26
249,29
250,32
251,35
252,38
253,41
254,43
255,46
256,48
257,49
258,50
259,50
260,50
261,50
262,50
263,51
264,54
265,56
266,58
267,59
268,58
269,55
270,50
271,45
272,41
273,37
274,33
275,30
276,27
277,23
278,19
279,16
280,14
281,10
282,6
283,0
284,-16
285,-48
286,-78
287,-106
288,-153
289,-204
290,-257
291,-308
292,-360
293,-397
294,-431
295,-454
296,-457
297,-446
298,-415
299,-326
300,-207
301,-73
302,68
303,209
304,348
305,478
306,589
307,670
308,709
309,724
310,724
311,712
312,694
313,669
314,639
315,608
316,576
317,548
318,507
319,462
320,410
321,355
322,303
323,255
324,228
325,202
326,175
327,152
328,136
329,122
330,108
331,94
332,80
333,61
334,34
335,10
336,-7
337,-24
338,-35
339,-42
340,-48
341,-53
342,-58
343,-63
344,-69
345,-74
346,-80
347,-85
348,-91
349,-95
350,-99
351,-100
352,-101
353,-101
354,-101
355,-101
356,-102
357,-103
358,-103
359,-104
360,-104
361,-104
362,-105
363,-107
364,-109
365,-111
366,-113
367,-116
368,-120
369,-125
370,-135
371,-154
372,-170
373,-184
374,-195
375,-207
376,-218
377,-236
378,-266
379,-293
380,-309
381,-323
382,-334
383,-346
384,-359
385,-366
386,-371
387,-374
388,-378
389,-381
390,-382
391,-382
392,-375
393,-366
394,-354
395,-341
396,-321
397,-308
398,-299
399,-284
400,-261
401,-236
402,-212
403,-194
404,-180
405,-166
406,-149
407,-123
408,-98
409,-79
410,-62
411,-47
412,-35
413,-20
414,-4
415,9
416,22
417,32
418,37
419,41
420,44
421,45
422,46
423,46
424,48
425,49
426,50
427,50
428,49
429,49
430,49
431,49
432,48
433,48
434,47
435,47
436,47
437,48
438,49
439,49
440,50
441,50
442,51
443,53
444,54
445,55
446,56
447,56
448,57
449,58
450,60
451,61
452,62
453,63
454,63
455,65
456,66
457,67
458,67
459,66
460,66
461,65
462,63
463,60
464,57
465,52
466,49
467,46
468,43
469,40
470,37
471,34
472,34
473,37
474,43
475,50
476,55
477,58
478,61
479,64
480,67
481,71
482,74
483,76
484,79
485,81
486,83
487,85
488,86
489,85
490,84
491,82
492,80
493,77
494,74
495,70
496,66
497,62
498,58
499,54
500,44
501,25
502,22
503,20
504,19
505,17
506,16
507,15
508,14
509,13
510,14
511,15
512,18
513,22
514,27
515,31
516,35
517,38
518,41
519,44
520,46
521,48
522,50
523,52
524,53
525,54
526,56
527,57
528,58
529,58
530,59
531,59
532,59
533,58
534,56
535,55
536,52
537,50
538,46
539,43
540,39
541,35
542,31
543,28
544,26
545,24
546,22
547,19
548,15
549,11
550,7
551,3
552,0
553,-2
554,-3
555,-2
556,0
557,3
558,7
559,12
560,16
561,21
562,24
563,27
564,29
565,30
566,32
567,35
568,38
569,41
570,44
571,46
572,47
573,47
574,46
575,44
576,41
577,37
578,32
579,28
580,25
581,23
582,22
583,20
584,20
585,19
586,18
587,17
588,15
589,12
590,10
591,7
592,4
593,1
594,0
595,-2
596,-4
597,-6
598,-8
599,-11
600,-14
601,-19
602,-27
603,-35
604,-42
605,-46
606,-51
607,-55
608,-58
609,-61
610,-64
611,-67
612,-69
613,-71
614,-73
615,-73
616,-73
617,-72
618,-69
619,-67
620,-63
621,-58
622,-53
623,-47
624,-42
625,-35
626,-24
627,-13
628,-5
629,1
630,7
631,10
632,13
633,15
634,18
635,20
636,21
637,23
638,24
639,26
640,28
641,30
642,31
643,31
644,31
645,30
646,29
647,29
648,29
649,28
650,27
651,25
652,24
653,22
654,21
655,21
656,20
657,18
658,15
659,12
660,10
661,8
662,6
663,4
664,3
665,1
666,1
667,0
668,0
669,0
670,0
671,1
672,3
673,5
674,8
675,9
676,11
677,12
678,14
679,16
680,18
681,19
682,21
683,23
684,25
685,27
686,29
687,29
688,28
689,27
690,25
691,23
692,21
693,20
694,17
695,15
696,13
697,11
698,8
699,4
700,0
701,-6
702,-11
703,-19
704,-27
705,-34
706,-40
707,-49
708,-63
709,-87
710,-127
711,-185
712,-269
713,-380
714,-515
715,-656
716,-753
717,-761
718,-704
719,-524
720,-287
721,-56
722,109
723,168
724,172
725,132
726,73
727,34
728,21
729,17
730,24
731,35
732,40
733,44
734,46
735,48
736,51
737,53
738,55
739,57
740,59
741,60
742,61
743,61
744,61
745,61
746,61
747,62
748,62
749,62
750,61
751,60
752,59
753,58
754,56
755,54
756,52
757,49
758,47
759,45
760,43
761,42
762,41
763,39
764,39
765,38
766,37
767,35
768,33
769,31
770,29
771,28
772,27
773,26
774,25
775,24
776,24
777,24
778,25
779,26
780,26
781,27
782,27
783,28
784,29
785,31
786,32
787,34
788,35
789,37
790,39
791,39
792,40
793,40
794,39
795,39
796,40
797,41
798,41
799,42
800,43
801,44
802,44
803,45
804,44
805,43
806,41
807,38
808,34
809,30
810,24
811,18
812,9
813,-8
814,-25
815,-38
816,-49
817,-58
818,-67
819,-75
820,-80
821,-85
822,-89
823,-92
824,-93
825,-94
826,-93
827,-90
828,-86
829,-81
830,-77
831,-73
832,-70
833,-67
834,-65
835,-64
836,-63
837,-63
838,-63
839,-62
840,-62
841,-62
842,-63
843,-63
844,-63
845,-63
846,-63
847,-63
848,-63
849,-63
850,-63
851,-63
852,-63
853,-63
854,-63
855,-63
856,-63
857,-62
858,-62
859,-61
860,-60
861,-58
862,-57
863,-56
864,-55
865,-53
866,-52
867,-51
868,-50
869,-50
870,-49
871,-49
872,-49
873,-49
874,-48
875,-48
876,-47
877,-46
878,-45
879,-44
880,-42
881,-41
882,-41
883,-41
884,-43
885,-45
886,-49
887,-52
888,-56
889,-59
890,-62
891,-67
892,-71
893,-76
894,-78
895,-78
896,-75
897,-70
898,-64
899,-58
900,-54
901,-49
902,-44
903,-39
904,-35
905,-31
906,-27
907,-25
908,-22
909,-20
910,-18
911,-16
912,-15
913,-12
914,-8
915,-3
916,0
917,-3
918,-8
919,-12
920,-14
921,-16
922,-17
923,-19
924,-21
925,-24
926,-26
927,-29
928,-30
929,-32
930,-32
931,-31
932,-30
933,-27
934,-25
935,-21
936,-17
937,-13
938,-9
939,-7
940,-5
941,-4
942,-3
943,-2
944,-1
945,0
946,3
947,5
948,7
949,10
950,12
951,14
952,16
953,16
954,14
955,13
956,11
957,10
958,8
959,7
960,6
961,4
962,4
963,3
964,3
965,2
966,0
967,-4
968,-6
969,-4
970,0
971,5
972,7
973,9
974,11
975,13
976,16
977,19
978,21
979,23
980,23
981,23
982,23
983,23
984,22
985,20
986,19
987,18
988,16
989,14
990,12
991,10
992,8
993,6
994,2
995,0
996,-6
997,-18
998,-29
999,-40
1000,-73
1001,-125
1002,-202
1003,-310
1004,-443
1005,-591
1006,-728
1007,-789
1008,-780
1009,-673
