'sample #','ECG '
0,271
1,335
2,410
3,482
4,526
5,541
6,525
7,505
8,487
9,470
10,459
11,453
12,448
13,443
14,438
15,432
16,427
17,422
18,418
19,412
20,403
21,395
22,391
23,393
24,398
25,405
26,411
27,420
28,423
29,411
30,391
31,375
32,359
33,348
34,348
35,349
36,349
37,347
38,346
39,345
40,345
41,345
42,344
43,341
44,337
45,334
46,330
47,326
48,322
49,320
50,321
51,324
52,330
53,338
54,365
55,408
56,463
57,516
58,548
59,570
60,585
61,591
62,588
63,579
64,553
65,498
66,423
67,345
68,274
69,207
70,138
71,67
72,6
73,-41
74,-68
75,-85
76,-96
77,-102
78,-101
79,-92
80,-78
81,-58
82,-23
83,14
84,48
85,75
86,94
87,104
88,112
89,120
90,121
91,115
92,111
93,107
94,104
95,103
96,107
97,115
98,124
99,130
100,136
101,141
102,147
103,154
104,159
105,163
106,166
107,169
108,174
109,179
110,184
111,189
112,193
113,197
114,204
115,220
116,248
117,268
118,281
119,287
120,285
121,282
122,279
123,277
124,274
125,272
126,272
127,276
128,284
129,294
130,311
131,337
132,351
133,359
134,366
135,373
136,382
137,389
138,396
139,402
140,407
141,411
142,414
143,416
144,416
145,416
146,414
147,410
148,404
149,394
150,383
151,360
152,325
153,308
154,299
155,292
156,285
157,279
158,274
159,269
160,264
161,259
162,251
163,240
164,227
165,215
166,200
167,186
168,176
169,168
170,159
171,151
172,142
173,133
174,123
175,111
176,95
177,76
178,61
179,50
180,40
181,31
182,24
183,21
184,19
185,16
186,14
187,11
188,8
189,5
190,1
191,-2
192,-6
193,-10
194,-14
195,-17
196,-19
197,-22
198,-25
199,-28
200,-33
201,-37
202,-42
203,-46
204,-51
205,-53
206,-54
207,-53
208,-51
209,-49
210,-46
211,-44
212,-40
213,-37
214,-33
215,-30
216,-27
217,-24
218,-21
219,-18
220,-15
221,-13
222,-13
223,-13
224,-14
225,-15
226,-17
227,-21
228,-24
229,-28
230,-30
231,-29
232,-25
233,-18
234,-10
235,3
236,33
237,66
238,98
239,147
240,204
241,266
242,288
243,298
244,304
245,289
246,244
247,186
248,105
249,4
250,-103
251,-207
252,-293
253,-331
254,-343
255,-350
256,-353
257,-354
258,-350
259,-342
260,-329
261,-305
262,-272
263,-258
264,-251
265,-246
266,-240
267,-233
268,-225
269,-216
270,-207
271,-196
272,-184
273,-172
274,-164
275,-156
276,-147
277,-135
278,-129
279,-132
280,-140
281,-148
282,-156
283,-162
284,-162
285,-154
286,-141
287,-125
288,-104
289,-90
290,-76
291,-61
292,-40
293,-21
294,-6
295,0
296,3
297,4
