'sample #','ECG '
0,1073
1,1348
2,1610
3,1835
4,1981
5,2033
6,1951
7,1794
8,1650
9,1487
10,1334
11,1217
12,1135
13,1063
14,998
15,949
16,878
17,768
18,640
19,469
20,275
21,97
22,-67
23,-192
24,-213
25,-196
26,-93
27,38
28,173
29,270
30,346
31,455
32,556
33,630
34,671
35,685
36,693
37,699
38,704
39,725
40,779
41,795
42,803
43,800
44,784
45,761
46,703
47,427
48,-33
49,-635
50,-1353
51,-2114
52,-2847
53,-3534
54,-4137
55,-4634
56,-5042
57,-5291
58,-5308
59,-5147
60,-4777
61,-4272
62,-3677
63,-3095
64,-2543
65,-2001
66,-1461
67,-903
68,-335
69,127
70,308
71,326
72,237
73,158
74,132
75,150
76,179
77,208
78,252
79,304
80,410
81,607
82,856
83,1036
84,1120
85,1157
86,1202
87,1237
88,1248
89,1253
90,1245
91,1230
92,1216
93,1200
94,1185
95,1168
96,1118
97,1026
98,920
99,796
100,669
101,555
102,475
103,436
104,424
105,440
106,488
107,588
108,710
109,810
110,893
111,972
112,1010
113,1022
114,1005
115,990
116,980
117,972
118,965
119,961
120,956
121,934
122,859
123,759
124,632
125,506
126,375
127,145
128,-149
129,-493
130,-862
131,-1165
132,-1350
133,-1401
134,-1401
135,-1348
136,-1205
137,-992
138,-692
139,-301
140,69
141,390
142,618
143,665
144,665
145,619
146,564
147,488
148,377
149,269
150,176
151,-3
152,-243
153,-418
154,-534
155,-632
156,-704
157,-761
158,-780
159,-760
160,-700
161,-522
162,-285
163,-58
164,72
165,123
166,105
167,-38
168,-423
169,-966
170,-1625
171,-2374
172,-3120
173,-3780
174,-4321
175,-4788
176,-5244
177,-5516
178,-5514
179,-5234
180,-4744
181,-4153
182,-3507
183,-2832
184,-2262
185,-1843
186,-1503
187,-1306
188,-1367
189,-1668
190,-2053
191,-2338
192,-2435
193,-2468
194,-2498
195,-2553
196,-2575
197,-2600
198,-2663
199,-2761
200,-2944
201,-3330
202,-3912
203,-4451
204,-4721
205,-4661
206,-4281
207,-3672
208,-2946
209,-2204
210,-1470
211,-718
212,61
213,817
214,1369
215,1612
216,1665
217,1665
218,1608
219,1542
220,1522
221,1506
222,1493
223,1468
224,1462
225,1492
226,1631
227,1732
228,1767
229,1775
230,1781
231,1786
232,1789
233,1787
234,1779
235,1764
236,1740
237,1708
238,1690
239,1679
240,1667
241,1654
242,1634
243,1611
244,1580
245,1529
246,1469
247,1409
248,1366
249,1352
250,1343
251,1335
252,1326
253,1317
254,1335
255,1356
256,1373
257,1373
258,1357
259,1333
260,1301
261,1267
262,1236
263,1215
264,1198
265,1178
266,1159
267,1142
268,1129
269,1121
270,1112
271,1100
272,1085
273,1070
274,1054
275,1034
276,1016
